textID,text,selected_text,sentiment
94c87fecf2,waiting around for boyfriend. then off to queens. ... looks like it`s going to pour here in dt bklyn. umbrellaless,waiting around for boyfriend. then off to queens. ... looks like it`s going to pour here in dt bklyn. umbrellaless,neutral
1c22e71e87,_benson You are an absolute legend! Love love love it,You are an absolute legend! Love love love it,positive
0e4dbb0627,I just lost a fight against  on Tweefight. I lost  Please revenge me! Try now http://tweefight.com/?opp=hangy,I just lost a fight against  on Tweefight. I lost  Please revenge me! Try now http://tweefight.com/?opp=hangy,neutral
1fbb7596da,Castiel is loveeeeeeeeeeeeeeeeeeeeee,loveeeeeeeeeeeeeeeeeeeeee,positive
a8a9e0e117,(bullhorn] tell ur friends 2 follow me  come onnnnnnnnnnnn ppl,(bullhorn] tell ur friends 2 follow me  come onnnnnnnnnnnn ppl,neutral
5420b2f0a3,Going to see my grandad today  <3,Going to see my grandad today  <3,neutral
12b846508c, i knowwww.. i cant deal. this 9-5 life is not for me,i cant deal.,negative
16344ee21c,feel crappy today,feel crappy today,negative
6ec9ef4fc3,has made up her mind.....,has made up her mind.....,neutral
d075640401,"_pina_14  Not good!!He wouldnt like his girl flirting with his colleagues,would he?",Not good!,negative
6c5103a4c5,"just woke up, having coffee, listening to Music, reading RSS...Sunday feels great",Sunday feels great,positive
51a575d11b, my mom wants to lay. We`ll be there later. Probably a little after 10. And  I`m sorry you`re sick,I`m sorry you`re sick,negative
fb13135492, Yeah I hate that too!!!! Sorry ur goin thru that,hate,negative
303b34c2fb,Doggone it! I only got an hour nap in  I really want some Ponderosa chicken wings!,Doggone it! I only got an hour nap in  I really want some Ponderosa chicken wings!,neutral
ff39ffc00f,_MC string out the dress.. Work that into a track please!!! What do u have coming up?? I`m ur biggest fan,fan,positive
97586292af,"  thankyou very much, you rock!",thankyou,positive
81f6f8ff89, I couldnt come to see you in Southend on the 2nd as I couldnt get the tickets :[ Ill have to come see you when you solo tour,I couldnt come to see you in Southend on the 2nd as I couldnt get the tickets :[ Ill have to come see you when you solo tour,neutral
4fa4f2bde8, what dey do homie? I wish it would stop raining already!! Plus my vacay is almost over,what dey do homie? I wish it would stop raining already!! Plus my vacay is almost over,neutral
fe41b4a287,working on the climb season 2 episode 5!!,working on the climb season 2 episode 5!!,neutral
d69e2171d5,fo shizzle. . . i`m bored and wanna go do something.  wish i went to pisay today. oh wellz. wonder who were there.,i`m bored,negative
519a7cc840,binstruct suffers from an update of the mib package... and the developer of that package is on holidays,suffers,negative
a8bded0645,"I also think that I`m talking to myself now. Okay I need to get to bed. BTW, I miss my brothers.",I miss my brothers.,negative
389813675, The link doesn`t work,The link doesn`t work,negative
c326f589fb,"good day, ya`ll! happy mom`s day!",good,positive
a8a7654f28,im officially done with school til fall.,im officially done with school til fall.,neutral
e14f7e2e0d, It didn`t start as a long message ... It just got longer when I wrote it,It didn`t start as a long message ... It just got longer when I wrote it,neutral
c660632bdd,"_warwounds_C I feel ya pain, I`ve got myself a nasty cold too. Get better soon","I feel ya pain, I`ve got myself a nasty cold too. Get better soon",neutral
fc3ed28c22,Almost lunch time,Almost lunch time,neutral
496086d5a5, aww such a cutie,aww such a cutie,positive
02eceebc50,"Thanks for the follow, Doug. I like that hat",Thanks,positive
2139382b23,Happy Mother`s Day ~ and for single dads who plays both mom and dad role enjoy your day too,Happy Mother`s Day ~ and for single dads who plays both mom and dad role enjoy your day too,positive
68cdc00643, I had a very good day - lots of stretching and sleeping in the sun,very good day,positive
46be2c59f4, I don`t want to  !!!! I am going to cry all the way home!!!,!!! I am going to cry all the way home!!!,negative
63264da974,is going out for dinner... just the two of us... niceeeee,niceeeee,positive
6f87ac1c3a,Hairdye patch test has just smeared all over my WHITE duvet cover  **** ****. <3,smeared,negative
10700d7927, so how is the most wonderful mommy in the world doing?,wonderful,positive
6c0f3abe84,Wow it`s definitely Friday- the gym is completely empty! What to do? I`d like to play the wii but I guess I`ll vacuum,Wow it`s definitely Friday- the gym is completely empty! What to do? I`d like to play the wii but I guess I`ll vacuum,neutral
699bb2c9c9,"so, why the hell are we going to school for 2 hours next monday and tuesday...dumb snow days and thier lame rules...my mom making me go","so, why the hell are we going to school for 2 hours next monday and tuesday...dumb snow days and thier lame rules...my mom making me go",negative
61cde7aa2c,"Dana just found out she doesn`t get to take lunch now, but rather in an hour. Hello delivery.  http://plurk.com/p/x29ss","Dana just found out she doesn`t get to take lunch now, but rather in an hour. Hello delivery.  http://plurk.com/p/x29ss",neutral
3f3c87afb8,Oww. Can`t even describe how much my back hurts. Going to have to go to the stupid doctor.,stupid,negative
f7f91671b8,Wow... my god the whole UI is sooo much snappier. It`s more responsive than TweetDeck now!  Tweets feel like IMs lol,Wow... my god the whole UI is sooo much snappier.,neutral
900dda5ae1,ha im so glad it stopped raining.  my umbrella broke today,ha im so glad it stopped raining.  my umbrella broke today,neutral
9d4e0dc308,Eh they shut the freeway down! omw to a job interview so i guess i`m gonna be late,late,negative
6c79c77739, that couldn`t be more true! I like ur momma`s style!,I like ur momma`s style!,positive
59e82d08a3,"Great. Now there`s a cloud that`s really, really dark grey right outside my office window. This sure has a lotta precip with it.",Great.,positive
f41961c9b6,morning darlin`  Hope you`re feelin` tip-top  ? http://blip.fm/~5z7zs,morning darlin`  Hope you`re feelin` tip-top,positive
1d8f130239,"  Guys, nothing is free in life. Where is my shidduch money?","Guys, nothing is free in life. Where is my shidduch money?",neutral
5825c09bf0," http://twitpic.com/4jam0 - Ohhh, how lovely! I`m glad that you had a great time there.","Ohhh, how lovely! I`m glad that you had a great time there.",positive
0153891ff3,I don`t think the coffee at work agreed with my tummy,I don`t think the coffee at work agreed with my tummy,negative
0364fe8361,Thanks! carry on the craziness again!!!,Thanks! carry on the craziness again!!!,positive
0834346d7b, good luck with your auction,good luck with your auction,positive
5a6a55d5db,Watching the CAVS!!!!!,Watching the CAVS!!!!!,neutral
8c3af248b5,Some guy just said he wanted to spank me,Some guy just said he wanted to spank me,negative
baada612bb," me too  no one even liked my answers to life last night, pshh",me too  no one even liked my answers to life last night,negative
5e7128192b,"time to do some revision while listening to  albums non-stop all day, again!","time to do some revision while listening to  albums non-stop all day, again!",neutral
f90eff1570, hahah lucky!! i have to wait 4 days! poop lol where abouts in the gold coast are you? (if u dnt mind me asking),lucky!,positive
942f5f4cc6, we`ll see Craig might just hog u guys! haha I work till 10 tonight anyways,we`ll see Craig might just hog u guys! haha I work till 10 tonight anyways,neutral
c385694b7b, You are `spot on`...I wouldn`t tweet without it!! Thanks for your share tonight.,Thanks for your share tonight.,positive
1adf377451,i wish i was in Jonathon Ross` audience right now,i wish i was in Jonathon Ross` audience right now,neutral
947a309643," Yeah, a few peeps. It should be a good day to catchup with everyone",It should be a good day,positive
74d2734a64," yeah, ok, that`ll probably happen too.","yeah, ok, that`ll probably happen too.",neutral
f00f98900a, ohwwww  whatever I`m excited anyway.,r I`m excited anyway.,positive
40c2e85899,_dang my phone is still broken.  just come over whenever.,broken.,negative
7eabb6670c,I love cute texy messages. Especially when he calls me mandy,love,positive
1bd7d743f7,"_Cordon Morning  done a bit more. I do have 2 weeks to go, but am trying to get most of it done in advance. How`s you?","_Cordon Morning  done a bit more. I do have 2 weeks to go, but am trying to get most of it done in advance. How`s you?",neutral
422c5c6cae, haha! I remember that! That trip was fun. I Miss miss miss miss miss chu,haha! I remember that! That trip was fun. I Miss miss miss miss miss chu,neutral
4fccd9f4bb,sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend,badly,negative
49dbf3373e,I ate a foot long from subway like an hour ago! OMG! I`m happy and full. I hadn`t ate since b-fast.  happy Lis.,happy,positive
ab8073400f," Sorry your day was so bad   Gettin the drink on, good plan!","Sorry your day was so bad   Gettin the drink on, good plan",neutral
8ca5ce7e78, Thanks too,Thanks,positive
d012ba333c, I love these clutches! I`m lusting after one in bright yellow,I love these clutches!,positive
d60596aed5, any chance of seeing you at a race in germany? unfortunately hardly any tv & news coverage of cycling here anymore!,unfortunately,negative
7812276995,Nite Tweeple.  Tomorrow will be day 25 at work.,Nite Tweeple.  Tomorrow will be day 25 at work.,neutral
167052ea96, oh no not difficult. It`s just nuts that`s how you have to market yourselves on home turf,oh no not difficult.,positive
3fa34fee4a, we will work on that mama  sweetdreams!,we will work on that mama  sweetdreams!,positive
9bf41d3d1d,Ugh i hate photobucket! an amazing place to edit pictures is: www.picnik.com  i use it alll the time.,Ugh,negative
b71a47be89,Good morning to another too late sleeper .  One of my excellent designers is Valerie (see ) picture,One of my excellent designers,positive
de2f813c3c,Twitter connected with FAcebook   http://twitter.com/paynetsystems & http://tinyurl.com/dagmoq,Twitter connected with FAcebook,neutral
f7f4013a4e,TGIF... this 'short' week has been wayyyyyy too long,too long,negative
d7971e5203,yeah me too.,yeah me too.,neutral
e9f57bf9da, YOU`RE TELLING ME.,YOU`RE TELLING ME.,neutral
0a80fcf9c5,"has her mind abuzz re: advertising industry + standards : don`t hate me because I like maths, ok?","has her mind abuzz re: advertising industry + standards : don`t hate me because I like maths, ok?",neutral
6244b49e8e,lost some $ at work....nt happy right now    --SLOANSTER--,lost,negative
0aaab17148, k its 3 slices left,k its 3 slices left,neutral
677a1e2692," As it is now, my body has already developed a mind of it`s own but that mind refuses to co-operate with set schedules","As it is now, my body has already developed a mind of it`s own but that mind refuses to co-operate with set schedules",neutral
3628bc06b9, I was asleep until my brother woke me up asking me if I ate the rest of the frosted mini wheats. I can`t go back to sleep.,I can`t go back to sleep.,negative
4e985e6393, aww  cant wait to have you back in LA! <333,aww  cant wait to have you back in LA! <333,positive
ad901bf524,Exploring Twitter`s world! me 2,Exploring Twitter`s world! me 2,neutral
b7bd030e8e,"Wondering why I`m awake at 7am,writing a new song,plotting my evil secret plots muahahaha...oh **** it,not secret anymore","Wondering why I`m awake at 7am,writing a new song,plotting my evil secret plots muahahaha...oh **** it,not secret anymore",neutral
f5cd39143b,I`ve lost my pocket knife  Suggestions for replacing a Ken Onion Chive?,I`ve lost my pocket knife  Suggestions for replacing a Ken Onion Chive?,neutral
bedb1b754a," all work, no play.","all work, no play.",neutral
5008199470,"lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is xD http://tinyurl.com/njubcl","lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is",neutral
da744b2d85,_Writer aww no which one?,_Writer aww no which one?,neutral
f9e0a2422d,enjoying my coffee with this super delicious cookie,delicious,negative
f91b6e0d25, It was pretty cool. The kids *and* the adults had fun.,It was pretty cool. The kids *and* the adults had fun.,positive
3771d481c0,I gave a homeless lady named Ruby an Ice Cream sandwich and a cigarette.  That is my g00d deed for the day. :p,I gave a homeless lady named Ruby an Ice Cream sandwich and a cigarette.  That is my g00d deed for the day. :p,positive
3df0002826," Yeah, and that`s where everything becomes difficult and generalisations break down. Not an easy problem  .",. Not an easy problem,negative
1559c3c50f,Hates moving,Hates,negative
e7f5a0c43f," happy #juddday, carrie",happy,positive
57f0d8fad5,"aku kbangun gara2 mimpi , very bad dream",very bad dream,negative
f69743df17,"Been sick all week and still not feeling so well, can`t go to Lena`s cook-out  Gunna spend some time with the fam!","Been sick all week and still not feeling so well,",negative
7fb78d780e,I am up and feeling pretty **** gud! I dont even have a hangover what a nice feeling,I am up and feeling pretty **** gud! I dont even have a hangover what a nice feeling,positive
3ee2661fd3,    What To Say?,What To Sa,neutral
bb2a527cb9,_truong sunbae* my bad jst scratch wht i said  im talking nonsense here.. lol!!! enjoy the perfs,my bad jst scratch wht i said  im talking nonsense here.. lol!!! enjoy the perfs,neutral
7753817baa, Yep still a few seats left for PRACC workshop w/  &  http://bit.ly/txpA6  see you there,Yep still a few seats left for PRACC workshop w/  &  http://bit.ly/txpA6  see you ther,neutral
2e2619841e, hehe yeah! but too late hun,hehe yeah! but too late hun,neutral
bc511c33cb,home! tonight was so much fun! goodnight twitterbugs!,fun!,positive
ae8e530552,is chatting with Willy Valdez about comics,is chatting with Willy Valdez about comics,neutral
51f4f0fa48,"Pretty amazing weekend so far  but its bedtime ,, I`m exhausted ! Mothers day tomorrow  nighty night","Pretty amazing weekend so far  but its bedtime ,, I`m exhausted ! Mothers day tomorrow  nighty night",neutral
e18ba82157, i think she`ll pull through.,i think she`ll pull through.,neutral
6e43e60c2f,i neeeeed plans. no one can hang out tomorrow. booo.,i neeeeed plans. no one can hang out tomorrow. booo.,neutral
176a1489cf,"I WANNA GO THERE, WHERE YOU GO. I WANNA FIND OUT WHAT YOU KNOW..     DAVID AND MILEYYYYYY! ??","I WANNA GO THERE, WHERE YOU GO. I WANNA FIND OUT WHAT YOU KNOW..     DAVID AND MILEYYYYYY!",neutral
856e0029b7,Greg Pritchard should have got threw to the final of britains got talent,Greg Pritchard should have got threw to,negative
91473b6dcf,ahhhaaaaa is gunna get straight back on it!,ahhhaaaaa is gunna get straight back on it!,neutral
43a24eba11,  thanks homskis! Its like christmas!,thanks,positive
ee267131b1,ok... twitter I almost pass out because of you!! ****    :`(,****,negative
f93ba198db," awwww ray you`re the best.  it means a lot to me that you say that! i can`t wait to hang with you again, hopefully soon!",best.,positive
59d93dfb2a," I like tweetie better, that is what I use all the time",like,positive
214c7be6f5,hmmmm.... i wonder how she my number @-),hmmmm.... i wonder how she my number @-),neutral
36cda58aab,Up already  Nooooooo!,Nooooooo!,negative
746a5a5b71, i agree.,i agree.,neutral
c5300f81a0,feelin lonely now after spendin the last 50 hours with my friends,feelin lonely,negative
600cf6ccba, yeah next time,yeah next time,neutral
d265b4b26c, aww... my mom will appreciate it   Much the same to your familias! When do you leave for tour?,appreciate,positive
b3261627a4,Chili night in Minneapolis.  I refuse to turn the heat on in May!,Chili night in Minneapolis.  I refuse to turn the heat on in May!,neutral
5c896ab009,"george lopez, bed, mommys day tomorrow ;)  i wish house was on Hugh Laurie, is sexay. sometimes i like way older guys.",i like,positive
a8a388618c,Rain rain go away,go away,negative
aa623c6ae7,"Spending a wonderful Mothers Day with Brad, Mom and Dad.  Happy Mothers Day to all Moms","Spending a wonderful Mothers Day with Brad, Mom and Dad.  Happy Mothers Day to all Moms",positive
0c3c3b4831,just finished baking some cinnamon rolls   soooo yummy!,just finished baking some cinnamon rolls   soooo yummy!,positive
31f8b8db41, how was the ice cream?,how was the ice cream?,neutral
f2f3844b9e," I don`t know you, but you made me lose","I don`t know you, but you made me lose",neutral
2ed974138e,#Happy Stars Wars day....Me`s a JA-JA BINKS ha  A crappy day outside though ah well makes me have a bit more motivation to revise,Happy Stars Wars day....Me`s a JA-JA BINKS ha  A crappy day outside though ah well makes me have a bit more motivation to revise,neutral
c668b1eefc,1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren`t transfered yet. #sadpanda #fb,1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren`t transfered yet. #sadpanda #fb,neutral
6dee75f6ce, I`m on msn now,I`m on msn now,neutral
be43518883,"Of course, the Evil Day Job wants me to stay longer.  I need to win the lottery.",win,positive
7f366f2041,"In a philosophical mood tonight, wandering round after dark does that for me","In a philosophical mood tonight, wandering round after dark does that for me",neutral
38eb9cc5d8, Theres no such thing,Theres no such thing,neutral
e7702ae8f2, awesomeness,awesomeness,positive
7f8cc57c81,"Back from A&E, very nice Doctor diagnosed ligament damage, she felt I could still do my 5k run, but it might take me 10 days to heal",very nice,positive
27dcf16c2e,Today is my last official day of Uni! No more balancing uni work with music!!!! Til october atleast,Today is my last official day of Uni! No more balancing uni work with music!!!! Til october atleast,neutral
04f7a0b0f0,"Over-thought tying my shoe, couldn`t figure it out for a while",Over-thought,negative
87e339a004,just another manic monday.. wish it were sunday.. that`s my fun day  happy monday twitterland,fun,positive
018b4fb3d3,just downed 10 live abalone sashimi with 2 bottles of sake with father-in-law.  Very happy,Very happy,positive
f836e39294," Probably not a good idea, its hard to tweet on the web, I miss Tweetdeck!  *cry*",hard,negative
3737e67016,i am braid free  i miss thee ... BLOND HERE I COME!!,i am braid free  i miss thee ... BLOND HERE I COME!!,neutral
3fd07a6b6d,almost 100 cases of swine in australia. hope may still decides to come visits me,almost 100 cases of swine in australia. hope may still decides to come visits me,neutral
9c4ba03196, Chica! Two more days!  I want the US Elle too.,Chica! Two more days!  I want the US Elle too.,neutral
c47421facf,"rap battling at second sat, now at the moviesss  haha 'i swim in a lake of sex'- Matthew M. ( Ghosts of Girlfriends Past)","rap battling at second sat, now at the moviesss  haha 'i swim in a lake of sex'- Matthew M. ( Ghosts of Girlfriends Past)",neutral
244536cb9c, Remember to put your phone on silent! lol  Night loveees,t loveees,positive
8c04e901c5, And I`m listening.,And I`m listening.,neutral
456c4304cd,first weekend at home,first weekend at home,neutral
7192a0c3d3," Jungle Book, Mary Poppins, or Bugs Life - depending on if you want cartoon, live action or cgi","Jungle Book, Mary Poppins, or Bugs Life - depending on if you want cartoon, live action or cgi",neutral
b0936463a3,good morning tweeties! what to do today? I am all rested up from Richmond and ready to hit the beach!,good,positive
f4ba171fda, you must love sydney more  dont leave us sydney kids  ****,love,positive
fdc3815cee,http://twitpic.com/33hus that`s my baby,http://twitpic.com/33hus that`s my baby,neutral
bba7fc173b,crashing from my WI high...missing mayfield,missing,negative
7b2d60b7b2,Ugh. Going to skool,Ugh. Going to skool,neutral
05aa067b65,Bluedart takes a shipment all the way before figuring out 'No Deliver' and then bring it back! Databases anyone?,Bluedart takes a shipment all the way before figuring out 'No Deliver' and then bring it back! Databases anyone?,neutral
ea45ac5a83, LOL biking is manly,LOL biking is manly,neutral
0b2bf0b98e,Waking up at unGodly hours to go to work is starting to get old. At least the coffee is good,good,positive
712d8f85a7," hi angela, can you check your email? I need one thing from you (sorry if it`s your day off  )",(sorry,negative
24a2b53c29,as if i finsh work at eleven.. IS THAT EVEN ALLOWD?  cauz i really dont want to.. lol,z i really dont want to.,negative
3ff86e491c,Microsoft Announced Windows 7 Release Candidate. Download available tomorrow,Microsoft Announced Windows 7 Release Candidate. Download available tomorrow,neutral
3b4ce30ad8, 'now or never' makes me cry everytime  lol.,'now or never' makes me cry everytime  lol,neutral
c55679a624, Black Russians makes me think of a 'white russian' and this movie quotation: 'that rug really tied the room together.',Black Russians makes me think of a 'white russian' and this movie quotation: 'that rug really tied the room together.',neutral
4e4026e9ee,had fun at wango tangooo!,had fun at,positive
dbe1ee4b3a,once i hit christian in the head with a metal bat! haha he then socked me in the eye! haha i miss being a reckless little kid,once i hit christian in the head with a metal bat! haha he then socked me in the eye! haha i miss being a reckless little kid,negative
c0193894ca,  shame on me!!!,shame on me!!!,negative
fa50f5a64c,http://www.miss-hudgens.com/?p=28 Nessa is 27# on Maxim Magazine`s Hot 100 of 2009,on Maxim Magazine`s Hot 100 of 2009,neutral
7b5a4abe65,I guess it wasn`t meant for me to change it,I guess it wasn`t meant for me to change it,neutral
3e4ed9397f,My parents wachting tv but it is terrible and there is nothing else  me so sad,terrible,negative
0a8790162f,"Am in the place called 0UT OF NOW WHERE!! Take me out from here, somebody  http://myloc.me/1XRI","Am in the place called 0UT OF NOW WHERE!! Take me out from here, somebody",negative
b9644304b3,Having dinner at the crown at south moreton with David and a stroppy teenager,Having dinner at the crown at south moreton with David and a stroppy teenager,neutral
303ccaa660, did you get my text?,did you get my text?,neutral
4d63c513a0, Plenty of good trivia on wikihow. Just trying to help  hope u got to sleep by now.,good,positive
19b9fd9cd3,"Time to add some more RFID-ed object to send messages to Twitter everytime I use them - 2 more coffee cups, Armani Code, Pantone 109 mug","Time to add some more RFID-ed object to send messages to Twitter everytime I use them - 2 more coffee cups, Armani Code, Pantone 109 mug",neutral
c13f86cebb, It`s http://chelseavantol.etsy.com xo,It`s http://chelseavantol.etsy.com xo,neutral
0d1d61f8ea, oh plzzzzz u never had time for me!!!,oh plzzzzz,negative
184fc65131,with emma  going 2 see diversity today :O  x,with emma  going 2 see diversity today :O  x,neutral
be1530df55,i learnt something new today,i learnt something new today,neutral
734dfd272c,Only have 80  followers... So sad.,So sad.,negative
6749fedff0," You said your getting McFlys live album 2morrow, whats it called?  ****","You said your getting McFlys live album 2morrow, whats it called?  ****",neutral
8e7c69d8da,I saw the best 1980s back combed poofy bangs this morning on a 30yo... 8 in high. By the time I turned around she was gone... no picture,I saw the best 1980s back combed poofy bangs this morning on a 30yo... 8 in high. By the time I turned around she was gone... no picture,neutral
399d9ef688, I need one too.,I need one too.,positive
2cb67e64b4,http://bit.ly/61Aam   these dogs are going to die if somebody doesn`t save them!,Aam   these dogs are going to die if somebody doesn`t save them!,negative
c094f4e322,    from g`s to gents season 1,from g`s to gents season,neutral
4a06159fcc, Yep!!,Yep!!,neutral
f906f39210,"after a great day at work with the kids, disappointment with my roof decal","after a great day at work with the kids, disappointment with my roof decal",neutral
53b213be68,feeling extremally ill,feeling extremally ill,negative
8039a75bcb,My Respect For Travis Clark Has Gone Down 7.5 Notches,My Respect For Travis Clark Has Gone Down,negative
bcec89dc94,Twitter you suck,Twitter you suck,negative
c63250a74a,_Rahal Thing about living is that there are always undeveloped pictures in your future.,Thing about living is that there are always undeveloped pictures in your future.,neutral
af053b89f1,you know what it is to see people you love most in his country and could not get closer?,you know what it is to see people you love most in his country and could not get closer?,positive
c3bd43392b,i have to be at work at 5 am  ... thanks to me ppl will be getting their freakin starbucks. peace out ppls!,i have to be at work at 5 am  ... thanks to me ppl will be getting their freakin starbucks. peace out ppls!,neutral
a6d3f0acb3,Just realized all his fantastic nerdfriends no longer live in Rochester,Just realized all his fantastic nerdfriends no longer live in Rochester,neutral
e19bdff99d, it`s like 20 bucks for 10 shots  what kind of camera do you have?,it`s like 20 bucks for 10 shots  what kind of camera do you have?,neutral
f3b0e2db98,"Twenty20 cricket, beer and sunshine very good. Well apart from the beer cause i`m on tablets!","Twenty20 cricket, beer and sunshine very good. Well apart from the beer cause i`m on tablets!",positive
e2eee6e05a, it says Lo`s page doesnt exist,it says Lo`s page doesnt exist,neutral
dbd1b3b11b, We`ll get hitched when you get here.,We`ll get hitched when you get here.,neutral
333b617776,Tonight was fun. Love my girl Tanna!,fun.,positive
eff6700d43,I think the UPS web site hates me now. Still no Brewing supply package.  Held hostage at work by slow UPS delivery,hates,negative
9885b51658,Cant wait to leave work,Cant wait to leave work,neutral
d5458903ed,so tired after work...but i have King`s Bounty Add-on and A Vampyre Story for a evening  and X-men comixes is completely donloaded,so tired af,negative
641a337e0f,Can`t wait 4 a real bed!  haha,Can`t wait 4 a real bed!,positive
44d04f39c4,"Goodmorning tweedles  very happy mood, i think i will always be after this past weekend. lol vids of the `BEYONCE WEEKND` coming soon.",Goodmorning,positive
fe5de15d7b, You really are always dirty!!! Ha ha!!!! Do you have a **** addiction???,dirty!,negative
d4a6a44063, awww boo! I **** lovee doing all the girly thingss,**** lovee,positive
b16f8d5de4, chillin promoting muzik...not eating  lmaao,chillin,positive
8519bcc3f1,I guess I am too freaky for followers.,too freaky,negative
63975d7559, i feel like tweeting you for no reason. so um hiiiiii.,i feel like tweeting you for no reason.,negative
f661ccf1f0,Here`s a big moan for Dave Leyrock... IM UP IN 8HRS!  pity me! Coloursfest ahoy xo,pity,negative
9316504b1a,_ good morning - you`re up early! Feeling enthused to design your life?  thanks to manics for that phrase,Feeling enthused,positive
753afb695b,Yesssssssssss! A rocket to the moon is  going on warped!,Yesssssssssss! A rocket to the moon is  going on warped!,neutral
be704e725a,just wake up.and i got flu  http://plurk.com/p/x2zp6,flu,negative
d056c086ec,Burning my tongue on Won Ton soup,Burning my tongue on Won Ton soup,neutral
2ae74adf30,"When the weather`s... ugh, something like asthma. So, yeah, Ventolin.","weather`s... ugh, something like asthma. So",negative
602d75fc3c, no its pre made jelly and its for me and bradie,no its pre made jelly and its for me and bradie,neutral
46bd376e77,Is anyone else having problems following and unfollowing peeps? For me this has gone on for over a week!,problems,negative
d073fa9b62,"I kind of miss a certain someone already.  and, i never get to see him again.","I kind of miss a certain someone already.  and, i never get to see him again.",neutral
195157e55e,is needing to make a new video,is needing to make a new video,neutral
d5fdf430d2," Hey Peter, thanks for the follow. So many Sydney pastors tweet!!! Shame no Bris pastors are on Twitter; we`re behind.","Hey Peter, thanks for the follow. So many Sydney pastors tweet!!! Shame no Bris pastors are on Twitter; we`re behind.",neutral
43441faed9,"is planning her week, its going to good, going to get a lot of stuff done","good,",positive
7a0f49dddd, Yay! You finally get to have a trip away from home again! How exciting! You 2 going to shop a bit ?,! How exciting!,positive
ceee072314,"home from STING..crunk (of course)..long **** day N nite..also, visited my boy Rob V..all is good..happy mother`s day!!..word to yo mutha",all is good..happy mother`s day!!..,positive
7e6a3ccd3a,Excited for enfest yaaaay,Excited,positive
c0e51679bf, Would love it but have plans,love,positive
1a447d48e7,wants to cool down,wants to cool down,positive
f178273088,Is trying to buy a new bible...but they just aren`t the same...why did my dogs have to chew it up?,Is trying to buy a new bible...but they just aren`t the same...why did my dogs have to chew it up?,neutral
e90e9dc157,#3wordsaftersex it never started...,#3wordsaftersex it never started...,negative
b9f3b0da84,kicking back at home,kicking back at home,neutral
9e05410237,Stayin over at dustins tonight... my car hates me!,hates me,negative
f7637933f3,(L) ice grande half-sweet French vanilla soy milk from Starbucks means summaa`s coming !!!,summaa`s coming !!!,positive
b427429bdc,job hunting. yay.....,job hunting. yay.....,neutral
51373f5fde,"Up, I slept in till 11.02 !!! Shooting a new vid today","Up, I slept in till 11.02 !!! Shooting a new vid today",neutral
57a839c100,With sean s. watching house of a thousand corpes,With sean s. watching house of a thousand corpes,negative
264d6e1837,is moving out of Nesbitt.,is moving out of Nesbitt.,neutral
d70a4f91db, i love you but i can`t call you cause i live in argentina  really really love you mitchel!,love,positive
f25acf806f,so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked,sweet,positive
d925742d1d," haha, not always, just a 2-day-trip, for a friend. But I`ve been here some times. That`s why I know basic Japanese","haha, not always, just a 2-day-trip, for a friend. But I`ve been here some times. That`s why I know basic Japanese",neutral
ab936e4839, PRIDE next weekend in Long Beach!!,PRIDE,positive
a3695ee1c8,oh no somebody hacked into my email  i`m scared now. what the ****!!,hacked,negative
643be70c16,"just watched terminator 2 and i cried, Its the one movie that makes me cry for some reason when arnie dies!  im lame!","just watched terminator 2 and i cried, Its the one movie that makes me cry for some reason when arnie dies!",negative
64d299c2b2, Or even listen to Susan`s green policies,Or even listen to Susan`s green policies,neutral
10aad33680, You always catch me away from my computer.  ?,You always catch me away from my computer.  ?,neutral
135c46a94c,I wasn`t sore yesterday. But i`m definitely feeling those hills now! My legs hurt all the way up to my booty. Its a good hurt,Its a good hurt,positive
00bf1b4448, I WANT YOU ALL HERE WITH ME TOO! Ya`l shoulve gone with RM!,I WANT YOU ALL HERE WITH ME TOO! Ya`l shoulve gone with RM!,neutral
e44c767e08," the only thing I know about star trek is the joke from tina fey`s twitter, 'may the 4th be with you'",joke,positive
3a3d4dcf4a,  ack ~ of course i`m a person! but i think  knows that,ack ~ of course i`m a person! but i think  knows tha,neutral
bb8d6194fa, I can give you the contact of the person who makes those cheesecakes!,I can give you the contact of the person who makes those cheesecakes!,neutral
40b153dc2c,"when i decide to be on time for something, that devil is always there to counteract! Frustrating but not discouraging...",counteract! Frustrating but not discouraging...,neutral
0dc469bbc8,i hate being sick. i miss   and ,i hate being sick.,negative
88cc9c6a5d,"Thank goodness for starbucks iced coffee...I was feeling so sluggish today, I think its this awful LA weather","Thank goodness for starbucks iced coffee...I was feeling so sluggish today, I think its this awful LA weather",neutral
d8514244b8,"Uh. Finally home, but completely wiped.",wiped.,negative
41137cb6a6,"i have officially hit the wall, totally nonfunctionalproductive at work","hit the wall,",negative
957efc19e8,Trying to reorganize plans for tonight uggg  Hopefully it will still be lots `o fun!,Hopefully,positive
d55bb1a2f7,grrh my phone (brand new might i add) keep just switching itself off and others are saying theirs does the same,grrh,negative
